,,15-Jan,15-Feb,15-Mar,15-Apr,15-May,15-Jun,15-Jul,15-Aug,15-Sep,15-Oct,15-Nov,15-Dec,16-Jan,16-Feb,16-Mar,16-Apr,16-May,16-Jun,16-Jul,16-Aug,16-Sep,16-Oct,16-Nov,16-Dec,17-Jan,17-Feb,17-Mar,17-Apr,17-May,17-Jun,17-Jul,17-Aug,17-Sep,17-Oct,17-Nov,17-Dec,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep,18-Oct,18-Nov,18-Dec,19-Jan,19-Feb,19-Mar,19-Apr,19-May,19-Jun,19-Jul,19-Aug,19-Sep,19-Oct,19-Nov,19-Dec,20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Jul,20-Aug,20-Sep,20-Oct,20-Nov,20-Dec,21-Jan,21-Feb,21-Mar,21-Apr,21-May,21-Jun,21-Jul,21-Aug,21-Sep,21-Oct,21-Nov,21-Dec,22-Jan,22-Feb,22-Mar,22-Apr,22-May,22-Jun,22-Jul,22-Aug,22-Sep,22-Oct,22-Nov,22-Dec,23-Jan,23-Feb,23-Mar,23-Apr,23-May,23-Jun,23-Jul,23-Aug,23-Sep,23-Oct,23-Nov,23-Dec,24-Jan,24-Feb,24-Mar,24-Apr,24-May,24-Jun,24-Jul
Ontario,4021 - College and other vocational instructors,15,10,15,10,10,20,10,15,15,15,10,--,15,15,--,--,10,15,5,10,5,15,5,--,5,--,10,5,10,5,5,--,15,15,5,--,5,--,5,--,5,--,10,10,10,5,10,--,--,10,5,5,--,5,10,10,5,10,10,10,5,10,--,--,--,--,--,5,0,--,--,--,5,--,--,--,--,--,--,--,5,--,--,--,--,--,--,--,--,5,--,5,5,--,--,--,--,5,5,5,--,--,--,--,5,--,5,--,--,5,--,5,--,5,5
Ontario,4031 - Secondary school teachers,10,--,0,--,0,--,--,5,--,--,0,--,10,0,0,0,0,0,0,10,--,0,0,--,--,0,0,--,0,--,10,--,--,0,--,--,5,--,0,0,0,0,--,--,--,--,--,--,--,--,--,0,--,--,--,15,5,--,--,--,5,--,0,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,10,--,--,--,--,--,0,0,0,--,0,--,5,5,5,5,--,--,5,--,--,0,--,--,10,--,--,--,--,--,0,0,0,--,--,0
Ontario,4032 - Elementary school and kindergarten teachers,--,0,0,0,--,--,--,5,0,0,--,10,--,0,0,0,0,--,0,10,--,--,--,--,10,0,0,0,0,0,--,10,--,0,--,5,--,--,--,--,--,0,--,20,--,0,--,5,--,0,0,0,0,--,--,20,--,--,--,5,5,--,0,0,--,5,--,5,--,0,--,0,0,0,--,0,5,--,--,5,--,5,--,0,--,0,5,--,--,--,--,20,5,0,--,--,--,--,--,--,--,--,5,--,--,5,--,--,--,--,0,0,--,--,--
Ontario,4033 - Educational counsellors,0,--,--,0,--,0,0,0,0,0,--,0,--,--,--,0,0,--,--,--,0,0,--,--,0,0,0,--,0,--,--,0,0,0,0,--,0,0,0,0,--,--,0,--,0,--,0,0,--,0,0,0,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,--,0,--,--,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,--,--,0,0,--,0,0,0,0,0,--,0,0,0,0,--,0,0,0,--,0,0,0,0,0,0,0,--
Ontario,4111 - Judges,0,0,0,0,0,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ontario,4112 - Lawyers and Quebec notaries,5,5,5,5,5,5,10,15,10,10,5,5,5,10,10,10,5,10,10,10,10,10,5,--,--,5,10,--,10,5,10,5,10,5,5,5,10,5,10,10,--,--,10,5,5,--,--,10,--,--,--,10,--,10,5,10,5,--,0,--,5,10,5,0,0,--,--,--,--,--,--,--,5,--,--,0,--,5,5,--,5,--,--,--,--,5,--,--,--,10,5,5,5,--,5,--,--,--,--,--,--,5,--,5,5,--,--,--,--,--,--,--,--,--,--
Ontario,4151 - Psychologists,--,--,0,--,--,5,--,10,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,0,--,0,--,--,0,--,0,--,0,--,0,--,--,--,0,--,0,--,--,--,0,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,--,0,0,0,0
Ontario,4152 - Social workers,--,0,0,0,0,--,--,--,0,--,--,--,0,0,0,0,--,0,--,--,--,--,--,--,--,--,0,0,5,--,--,0,0,0,0,0,--,0,0,--,10,--,0,--,--,0,--,0,0,0,--,0,10,0,0,0,0,0,0,0,--,--,--,0,--,0,0,0,0,0,0,--,--,0,0,--,--,0,--,0,0,--,0,0,0,--,--,--,--,--,0,0,0,--,0,0,0,0,0,--,5,--,--,--,0,--,0,0,0,0,0,0,10,--,--
Ontario,"4153 - Family, marriage and other related counsellors",0,0,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,--,0,--,0,0,0,0,0,0,0,0,--,0,0,0,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ontario,4154 - Professional occupations in religion,5,--,5,--,5,5,--,5,5,10,5,5,5,10,10,15,15,10,10,10,5,5,10,5,15,10,10,15,20,10,15,20,20,15,10,10,20,10,10,10,15,10,10,15,20,25,15,5,15,15,15,20,20,25,25,30,15,20,25,15,20,15,15,10,20,15,10,15,20,55,30,25,40,40,30,25,20,20,30,30,30,15,15,20,15,20,25,20,15,35,30,50,30,25,35,30,30,30,30,25,30,25,40,30,25,25,35,25,40,30,20,20,15,15,25
Ontario,4155 - Probation and parole officers and related occupations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ontario,4156 - Employment counsellors,0,0,--,--,0,--,--,0,0,--,0,0,0,0,0,0,0,--,--,0,0,0,0,0,--,0,0,0,0,--,--,0,0,0,--,--,--,0,0,0,0,5,0,0,0,0,0,0,--,0,0,0,0,--,--,0,0,0,0,0,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,--,--,0,0,0,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,0,0,0,--,0
Ontario,"4161 - Natural and applied science policy researchers, consultants and program officers",5,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,--,0,0,--,--,--,--,--,5,--,--,--,0,5,0,0,0,--,--,--,--,--,0,0,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,5
Ontario,4162 - Economists and economic policy researchers and analysts,5,--,5,5,5,5,--,--,5,5,5,--,5,5,5,5,--,10,--,--,10,--,5,--,10,5,--,--,--,--,5,5,--,--,5,--,15,10,--,5,--,--,5,--,5,5,5,--,--,--,5,--,5,--,--,5,--,--,--,--,10,--,--,--,--,--,0,--,--,--,--,--,5,--,--,0,--,--,--,5,--,5,5,--,0,--,5,--,--,--,0,5,--,5,--,--,--,--,--,--,--,0,--,--,--,--,--,5,0,0,--,0,--,--,--
Ontario,4163 - Business development officers and marketing researchers and consultants,10,5,10,10,5,5,10,5,5,5,--,--,10,10,--,5,--,10,5,10,5,5,--,5,5,10,15,5,5,5,10,10,5,10,--,--,10,5,5,5,--,10,15,5,15,--,--,--,10,10,--,5,10,10,5,10,--,5,5,--,10,--,--,--,--,0,--,--,--,--,--,5,--,--,--,--,--,5,--,5,5,--,--,--,5,10,5,10,5,5,--,10,5,--,--,--,10,5,5,5,5,5,--,--,5,5,--,0,15,5,15,5,--,5,0
Ontario,"4164 - Social policy researchers, consultants and program officers",--,--,--,--,0,--,--,--,--,0,--,0,0,0,--,--,0,--,--,--,--,0,0,0,--,--,--,0,0,--,0,0,--,--,0,--,--,--,0,0,--,0,--,0,--,--,0,--,--,--,0,0,--,--,0,--,0,--,--,0,--,--,--,0,0,0,0,--,0,0,0,0,--,0,0,0,0,0,--,0,0,0,--,--,0,--,--,0,0,0,0,0,0,--,0,0,--,--,0,0,0,0,--,--,0,0,0,--,0,--,--,0,--,--,--
Ontario,"4165 - Health policy researchers, consultants and program officers",--,--,--,--,0,--,--,--,--,--,0,--,--,--,0,--,0,--,0,0,0,0,0,0,--,--,--,--,--,0,--,--,--,0,0,--,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,0,--,--,--
Ontario,"4166 - Education policy researchers, consultants and program officers",--,--,0,0,0,--,--,0,0,--,0,0,0,0,--,0,0,--,0,--,0,0,--,--,0,--,0,--,--,0,0,--,0,0,--,0,0,--,0,0,--,0,0,0,--,0,0,0,--,--,0,0,--,--,0,0,0,0,0,--,0,0,0,0,0,0,0,0,--,0,0,0,0,--,0,0,0,--,0,0,--,--,0,--,0,0,--,0,0,--,--,0,--,--,0,0,0,--,--,--,0,0,0,0,0,--,0,0,--,--,0,0,--,--,0
Ontario,"4167 - Recreation, sports and fitness policy researchers, consultants and program officers",0,0,0,0,5,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,0,--,0,0,0,--,0,0,0,--,0,0,--,0,0,0,--,0,0,--,--,--,0,--,0,0,0,0,0,0,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,--,0,0,0,--,--,--,0,0,0
Ontario,4168 - Program officers unique to government,0,0,0,0,0,0,0,0,--,0,0,0,0,--,--,0,--,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,--,0,0,0,--,0,0,0,--,0,0,0,--,0,0,0,0,0,--,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,0,--,--
Ontario,"4169 - Other professional occupations in social science, n.e.c.",5,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,0,0,0,0,0,--,0,0,--,0,0,0,0,--,--,--,0,0,--,0,--,--,0,0,--,--,0,0,0,0,0,0,0,--,--,0,0,--,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,--,0,0,10,--,--,0,--,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ontario,4211 - Paralegal and related occupations,0,--,0,0,--,--,0,0,--,--,0,0,0,0,0,--,0,--,0,0,--,0,0,--,0,0,0,0,0,0,--,0,0,--,0,0,0,0,--,0,--,--,--,--,0,0,--,0,--,0,--,0,0,--,0,--,0,--,0,0,--,--,--,0,--,0,0,0,0,--,0,0,--,0,0,--,0,0,0,0,0,0,0,0,--,0,0,0,--,0,0,--,--,0,0,--,--,0,0,--,0,--,0,--,0,0,0,0,--,--,--,--,0,--,0
Ontario,4212 - Social and community service workers,5,--,5,5,15,10,--,30,20,5,5,--,5,5,5,15,10,10,10,10,20,--,5,5,5,10,5,5,--,10,10,20,20,10,5,10,5,5,5,5,--,10,10,15,20,15,10,10,15,10,15,5,15,10,5,15,20,5,10,5,10,10,--,5,--,15,--,--,10,10,10,10,15,10,10,--,--,5,5,5,10,5,5,--,--,--,5,10,5,--,5,15,20,5,5,5,10,5,5,--,15,10,10,5,15,10,5,10,10,5,--,10,15,10,5
Ontario,4214 - Early childhood educators and assistants,0,0,--,0,0,0,0,--,0,--,--,0,0,0,--,0,0,0,0,5,--,0,--,--,--,--,--,0,--,5,--,--,0,--,0,--,--,0,--,0,--,--,--,--,--,--,0,--,--,--,--,0,--,5,--,10,--,--,5,--,--,--,--,--,--,--,--,--,--,5,5,--,5,--,--,--,--,0,--,--,--,0,0,0,0,0,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10,--,5,0,--,--,15
Ontario,4215 - Instructors of persons with disabilities,0,0,0,0,0,--,0,--,0,0,0,--,0,--,--,0,--,--,0,0,0,0,--,--,0,0,0,0,0,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,0,--,0,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,--,0,0,0,0,--,--,0,0,0,0,0,--,0,0,0,0,0,0,0,--,0,0,--,0,0,0,--,--
Ontario,4216 - Other instructors,--,--,--,--,0,0,0,0,0,--,--,0,0,--,0,0,5,--,0,0,--,--,0,--,--,--,--,--,5,--,0,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,0,--,0,5,--,0,5,0,0,0,--,--,--,--,0,--,0,0,0,0,--,0,0,0,--,0,0,0,--,--,0,--,0,--,0,0,--,0,0,0,0,--,--,--,--,--,--,--,0,--,--,0,5,--,0,--,20,--,5,--,--,--,0,--,0,--,--,--
Ontario,4217 - Other religious occupations,15,10,10,15,40,45,25,45,10,20,--,10,15,10,5,15,40,70,20,70,35,15,15,10,20,15,30,15,45,120,35,95,30,35,20,15,40,20,25,10,55,70,30,95,25,30,25,25,30,25,25,25,50,75,30,100,30,20,30,20,30,15,15,10,25,15,15,25,20,40,20,20,25,30,40,20,20,15,25,60,25,25,25,25,10,15,20,10,25,20,30,90,50,30,20,25,40,20,35,20,25,45,30,95,35,40,50,40,60,60,45,40,45,30,35
Ontario,4311 - Police officers (except commissioned),0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,--,0,0,0,0,0,--,0,--,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0
Ontario,4312 - Firefighters,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ontario,4313 - Non-commissioned ranks of the Canadian Forces,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,0,0,0,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,--,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0
Ontario,4411 - Home child care providers,5,0,0,--,0,0,--,0,--,--,0,0,--,--,0,--,--,--,--,0,0,--,0,0,0,0,0,0,0,--,0,0,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,--,0,0,--,--,--,--,0,0,0,--,--,--,0,0,0,0,0,0,--,--,0,0,0,0,--,--,--,0,0,--,--,--,--,0,--,10,10,10,5,10,15,25,40,55,70,60,50,65,80,70,90,55,90,65,130,130,115,85,105,115,140,120,150,105,110
Ontario,"4412 - Home support workers, housekeepers and related occupations",--,0,0,0,0,--,0,--,--,--,0,0,--,--,--,0,0,0,0,0,--,0,--,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,--,0,0,--,0,--,--,--,--,--,5,--,0,--,--,--,--,--,--,--,--,--,--,--,--,5,5,--,10,15,15,30,35,30,20,30,35,25,40,35,35,25,45,65,80,60,65,65,85,90,130,115,115
Ontario,4413 - Elementary and secondary school teacher assistants,--,0,--,0,--,--,--,5,--,0,0,0,--,0,0,--,0,--,0,--,0,0,--,0,0,0,0,--,--,0,0,5,0,--,0,0,0,0,0,0,0,--,0,--,0,0,0,0,0,0,0,0,0,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,--,0,0,0,0,0,--,0,--,--,--,0,0,0,0,0,0,0,--,0,--,--,--,--,--,0,0,--,0,0,--,--
Ontario,4421 - Sheriffs and bailiffs,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ontario,5111 - Librarians,0,0,--,0,0,--,--,--,0,0,--,0,0,0,0,0,0,0,0,--,0,0,--,0,--,0,0,0,--,--,0,0,--,0,--,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,0,--,0,0,0,0,0,0,0,0,--,--,--,--,0,0,0,--,--,--,0,0,--,0,0,0,0,0,0,0,--,0,0,0,--,0,--,0,0,0,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0
Ontario,5112 - Conservators and curators,0,0,0,0,0,0,0,0,0,0,--,0,--,0,0,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,--,0,0,--,0,--,0,0,0,0,0,0,0
Ontario,5113 - Archivists,0,0,0,0,0,--,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ontario,5121 - Authors and writers,--,--,0,0,0,--,0,--,0,--,0,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,0,--,5,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,5,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--
Ontario,5122 - Editors,--,--,0,0,--,0,--,0,--,0,0,0,0,--,0,--,0,--,--,0,--,--,--,0,5,0,--,0,0,--,--,--,0,--,0,0,--,--,0,--,0,--,--,0,--,0,5,0,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,--,0,0,0,0,0,--,0,0,0,0,0,0,0,--,0,0,--,--,0,0,0,0,--,0,--,0,--,--,0,0,0,0
Ontario,5123 - Journalists,--,--,0,--,0,--,--,--,--,0,--,0,--,--,--,0,0,0,--,--,0,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,--,--,0,0,0,--,--,--,--,0,0,--,--,5,0,0,0,0,0,--,--,--,0,0,0,--,0,0,0,--,0,0,0,0,0,0,--,0,0,--,0,--,5,--,--,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,0,0,--,--,--,0,0,--,--
Ontario,"5125 - Translators, terminologists and interpreters",--,--,--,--,--,0,0,--,--,0,0,--,--,--,--,0,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,--,--,0,--,0,0,--,--,--,0,0,--,0,--,0,--,0,--,0,--,--,--,0,0,--,--,0,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,--,--,0,--,--,0,--,0,--,0,0,0,0,0,0,--,--,--,--,0,--,--,0,--,0,0,0,0,--,--,0,0,0,0
Ontario,"5131 - Producers, directors, choreographers and related occupations",--,0,5,--,5,10,30,5,--,--,10,--,5,40,15,15,20,25,30,35,35,30,15,15,20,20,30,25,20,25,20,20,25,35,25,5,20,20,15,30,15,25,15,25,30,25,20,15,15,15,25,30,35,25,40,40,45,25,15,10,20,20,10,0,--,0,10,40,35,20,15,15,30,20,30,40,30,20,20,25,10,10,15,--,15,10,15,20,20,30,30,30,30,20,20,--,15,20,20,30,5,10,15,15,20,5,10,5,20,10,15,15,20,25,45
Ontario,"5132 - Conductors, composers and arrangers",0,0,0,0,--,0,0,--,0,--,0,0,0,0,0,--,--,0,--,0,--,0,--,--,5,--,0,0,0,0,0,--,--,0,0,0,--,0,--,--,0,--,0,--,0,--,0,0,--,0,--,0,--,--,0,--,0,--,--,0,--,--,--,0,--,--,0,0,0,0,0,--,--,--,--,0,0,0,0,0,--,--,0,0,0,--,--,--,--,0,0,0,--,0,--,0,--,--,--,--,0,--,0,0,0,0,--,0,--,--,--,--,--,0,--
Ontario,5133 - Musicians and singers,--,0,--,0,0,10,0,0,10,0,20,--,--,--,5,--,5,--,--,5,10,0,--,10,5,--,--,--,0,5,--,5,10,0,0,5,5,--,10,--,--,5,0,5,10,0,0,5,--,--,10,--,--,5,0,--,20,0,--,--,5,--,--,0,--,--,--,--,0,0,--,--,--,0,0,0,0,--,--,--,--,0,--,--,10,--,--,--,--,0,0,--,15,--,--,--,5,5,--,--,--,--,--,--,15,--,--,--,--,--,--,--,--,0,--
Ontario,5134 - Dancers,0,0,0,--,--,0,0,0,0,0,0,0,0,--,10,10,0,--,10,5,--,--,0,0,0,0,--,--,--,--,25,--,--,--,--,0,--,0,--,--,--,--,5,15,0,--,--,--,0,--,--,--,0,--,20,--,--,--,--,--,--,--,0,0,--,5,5,--,--,5,5,--,--,--,10,--,--,--,--,0,0,--,0,5,--,0,--,0,5,--,20,5,--,0,--,--,5,--,--,--,--,--,10,--,--,10,--,0,0,--,--,--,--,--,15
Ontario,5135 - Actors and comedians,--,0,--,5,--,--,--,--,0,--,--,--,--,5,55,60,55,45,75,60,65,55,60,30,65,35,50,65,50,25,60,65,85,80,45,20,35,25,70,55,40,90,65,60,65,65,65,25,35,35,45,70,80,110,115,85,70,85,55,20,35,30,35,0,--,--,--,25,80,55,30,15,75,35,55,50,75,50,40,40,45,40,40,10,30,55,25,55,65,90,80,85,55,50,40,25,45,60,60,80,45,45,15,15,15,15,30,20,45,40,70,70,45,70,75
Ontario,"5136 - Painters, sculptors and other visual artists",0,--,--,0,0,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,--,--,0,0,--,0,0,--,0,0,0,0,0,0,--,--,0,--,--,0,--,0,--,0,--,0,0,0,0,--,--,--,0,0,0,0,0,0,0,--,--,--,0,--,0,0,0,0,0,0,0,--,--,--,0,0,--,0,0,0,0,--,0,0,0,--,--,0,--,0,0,0,--,0,0,0,0
Ontario,5211 - Library and public archive technicians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,--,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ontario,5212 - Technical occupations related to museums and art galleries,--,0,0,--,0,0,0,--,--,0,--,0,0,0,0,0,0,0,--,0,--,0,0,0,0,0,0,--,0,0,--,0,0,0,0,0,0,0,0,0,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,--,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,--,0,0,--,0,--,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0
Ontario,5221 - Photographers,0,--,--,0,0,--,--,--,0,0,0,0,0,0,5,--,--,0,5,10,--,--,0,0,--,0,5,0,0,--,--,--,--,0,0,0,--,0,0,--,--,0,0,--,5,--,--,--,0,0,--,0,0,--,--,0,--,--,--,0,0,--,0,0,--,0,--,0,0,0,--,0,--,--,--,0,0,0,--,0,--,0,--,0,0,0,0,0,0,--,0,--,0,0,--,0,0,0,--,0,0,--,0,0,0,--,0,0,--,--,--,--,0,0,--
Ontario,5222 - Film and video camera operators,0,0,--,0,0,--,5,0,0,--,--,0,0,5,--,5,--,--,0,5,10,5,--,--,5,0,--,--,--,5,--,--,--,--,--,0,0,0,0,--,--,--,--,10,--,--,0,0,--,--,0,--,--,--,5,--,--,--,0,0,0,--,--,0,0,0,0,--,--,--,--,0,5,0,0,0,--,--,--,0,--,20,--,0,0,0,--,0,--,--,10,0,0,0,--,0,--,--,0,--,0,--,--,--,0,0,0,--,--,--,--,--,--,0,5
Ontario,5223 - Graphic arts technicians,--,0,0,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,0,0,--,0,0,0,0,0,--,--,0,0,--,--,--,0,0,0,--,--,0,0,0,--,0,0,0,--,--,--,--,0,--,--,0,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,--,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,--,0,--,0,0,0,0,0,0,0,0,0,0,0,--,--,0,--,0,--,0,--,0,0,0,--,--,0
Ontario,5224 - Broadcast technicians,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,--,0,0,0,--,0,0,0,0,0,0
