Year,Province,Location,New Housing Price Index,Avg_Value,Number_of_Study_Permits_Issued,Study_Permit_To_Value_Impact_Metric,Total_Workers_Count,Number_of_Class_Titles,Most_Common_Class_Title,Workers_To_Housing_Impact_Ratio,Combined_Impact_Ratio,Avg_Total_CPI,Avg_Total_CPI_Seasonally_Adjusted,Avg_STATIC_TOTALCPICHANGE,Avg_CPI_TRIM,Avg_CPI_MEDIAN
2016,Ontario,"Greater Sudbury, Ontario",Land only,99.25,103720.0,1045.04,25565.0,475.0,0011 - Legislators,257.58,651.31,128.37,128.38,1.44,1.82,1.99
2019,Quebec,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),103.58,126555.0,1221.81,22435.0,482.0,0011 - Legislators,216.6,719.2,135.98,135.97,1.94,2.05,2.01
2022,Ontario,"Oshawa, Ontario",House only,125.0,168235.0,1345.88,29435.0,475.0,0011 - Legislators,235.48,790.68,151.24,151.24,6.8,5.25,4.84
2022,Alberta,Prairie Region,Land only,104.75,168235.0,1606.06,5205.0,436.0,0011 - Legislators,49.69,827.88,151.24,151.24,6.8,5.25,4.84
2023,Manitoba,Manitoba,House only,154.5,181960.0,1177.73,1145.0,409.0,0012 - Senior government managers and officials,7.41,592.57,157.11,157.11,3.89,3.89,4.02
2023,Alberta,"Edmonton, Alberta",Total (house and land),107.17,181960.0,1697.86,6605.0,436.0,0011 - Legislators,61.63,879.75,157.11,157.11,3.89,3.89,4.02
2015,Prince Edward Island,Prince Edward Island,House only,99.42,96265.0,968.27,240.0,250.0,0011 - Legislators,2.41,485.34,126.57,126.56,1.13,1.63,1.77
2016,Quebec,"Québec, Quebec",Land only,100.0,103720.0,1037.2,12770.0,482.0,0011 - Legislators,127.7,582.45,128.37,128.38,1.44,1.82,1.99
2017,Saskatchewan,"Regina, Saskatchewan",Total (house and land),99.92,108870.0,1089.57,4950.0,386.0,0012 - Senior government managers and officials,49.54,569.56,130.42,130.43,1.6,1.44,1.63
2018,Alberta,"Edmonton, Alberta",Land only,100.0,117625.0,1176.25,5060.0,436.0,0011 - Legislators,50.6,613.43,133.38,133.36,2.27,1.94,1.88
2021,Nova Scotia,Atlantic Region,House only,113.33,152280.0,1343.69,7055.0,391.0,0012 - Senior government managers and officials,62.25,702.97,141.61,141.61,3.4,2.91,2.65
2022,Alberta,"Calgary, Alberta",Total (house and land),122.25,168235.0,1376.16,5205.0,436.0,0011 - Legislators,42.58,709.37,151.24,151.24,6.8,5.25,4.84
2015,Manitoba,"Winnipeg, Manitoba",Total (house and land),96.58,96265.0,996.74,4105.0,409.0,0012 - Senior government managers and officials,42.5,519.62,126.57,126.56,1.13,1.63,1.77
2015,British Columbia,British Columbia,House only,91.83,96265.0,1048.3,7465.0,470.0,0011 - Legislators,81.29,564.8,126.57,126.56,1.13,1.63,1.77
2016,Alberta,Prairie Region,Total (house and land),99.58,103720.0,1041.57,7035.0,436.0,0011 - Legislators,70.65,556.11,128.37,128.38,1.44,1.82,1.99
2019,Ontario,"Windsor, Ontario",Total (house and land),106.17,126555.0,1192.0,29875.0,475.0,0011 - Legislators,281.39,736.69,135.98,135.97,1.94,2.05,2.01
2021,Manitoba,Manitoba,House only,129.25,152280.0,1178.18,7220.0,409.0,0012 - Senior government managers and officials,55.86,617.02,141.61,141.61,3.4,2.91,2.65
2015,Ontario,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,98.42,96265.0,978.1,23515.0,475.0,0011 - Legislators,238.93,608.52,126.57,126.56,1.13,1.63,1.77
2015,Ontario,"Windsor, Ontario",Land only,96.0,96265.0,1002.76,23515.0,475.0,0011 - Legislators,244.95,623.86,126.57,126.56,1.13,1.63,1.77
2018,Quebec,"Montréal, Quebec",Land only,101.33,117625.0,1160.81,17045.0,482.0,0011 - Legislators,168.21,664.51,133.38,133.36,2.27,1.94,1.88
2019,Saskatchewan,"Saskatoon, Saskatchewan",Total (house and land),96.33,126555.0,1313.77,5215.0,386.0,0012 - Senior government managers and officials,54.14,683.96,135.98,135.97,1.94,2.05,2.01
2021,Quebec,"Montréal, Quebec",Land only,119.08,152280.0,1278.8,17550.0,482.0,0011 - Legislators,147.38,713.09,141.61,141.61,3.4,2.91,2.65
2023,New Brunswick,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),119.0,181960.0,1529.08,8210.0,369.0,"0013 - Senior managers - financial, communications and other business services",68.99,799.04,157.11,157.11,3.89,3.89,4.02
2016,Nova Scotia,Atlantic Region,House only,99.17,103720.0,1045.88,2955.0,391.0,0012 - Senior government managers and officials,29.8,537.84,128.37,128.38,1.44,1.82,1.99
2016,Quebec,Quebec,House only,99.33,103720.0,1044.2,12770.0,482.0,0011 - Legislators,128.56,586.38,128.37,128.38,1.44,1.82,1.99
2016,Ontario,"Oshawa, Ontario",House only,8.33,103720.0,12451.38,25565.0,475.0,0011 - Legislators,3069.03,7760.21,128.37,128.38,1.44,1.82,1.99
2017,British Columbia,"Kelowna, British Columbia",Land only,100.33,108870.0,1085.12,10470.0,470.0,0011 - Legislators,104.36,594.74,130.42,130.43,1.6,1.44,1.63
2018,Alberta,"Edmonton, Alberta",Total (house and land),99.0,117625.0,1188.13,5060.0,436.0,0011 - Legislators,51.11,619.62,133.38,133.36,2.27,1.94,1.88
2020,Saskatchewan,Saskatchewan,House only,92.33,105815.0,1146.05,4500.0,386.0,0012 - Senior government managers and officials,48.74,597.4,136.96,136.95,0.73,1.77,1.88
2021,Ontario,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,164.5,152280.0,925.71,22675.0,475.0,0011 - Legislators,137.84,531.78,141.61,141.61,3.4,2.91,2.65
2022,Ontario,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),158.17,168235.0,1063.63,29435.0,475.0,0011 - Legislators,186.1,624.87,151.24,151.24,6.8,5.25,4.84
2023,Alberta,Alberta,Land only,105.83,181960.0,1719.36,6605.0,436.0,0011 - Legislators,62.41,890.89,157.11,157.11,3.89,3.89,4.02
2015,Ontario,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,99.0,96265.0,972.37,23515.0,475.0,0011 - Legislators,237.53,604.95,126.57,126.56,1.13,1.63,1.77
2017,British Columbia,"Victoria, British Columbia",House only,101.17,108870.0,1076.11,10470.0,470.0,0011 - Legislators,103.49,589.8,130.42,130.43,1.6,1.44,1.63
2019,Alberta,Prairie Region,House only,97.42,126555.0,1299.07,5500.0,436.0,0011 - Legislators,56.46,677.77,135.98,135.97,1.94,2.05,2.01
2020,Ontario,"London, Ontario",House only,119.67,105815.0,884.22,17775.0,475.0,0011 - Legislators,148.53,516.38,136.96,136.95,0.73,1.77,1.88
2020,British Columbia,British Columbia,Land only,107.5,105815.0,984.33,7240.0,470.0,0011 - Legislators,67.35,525.84,136.96,136.95,0.73,1.77,1.88
2016,Ontario,"Guelph, Ontario",Total (house and land),8.33,103720.0,12451.38,25565.0,475.0,0011 - Legislators,3069.03,7760.21,128.37,128.38,1.44,1.82,1.99
2018,British Columbia,"Victoria, British Columbia",Total (house and land),101.83,117625.0,1155.11,12395.0,470.0,0011 - Legislators,121.72,638.42,133.38,133.36,2.27,1.94,1.88
2022,Manitoba,Manitoba,Land only,110.0,168235.0,1529.41,4250.0,409.0,0012 - Senior government managers and officials,38.64,784.03,151.24,151.24,6.8,5.25,4.84
2016,New Brunswick,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,100.0,103720.0,1037.2,1285.0,369.0,"0013 - Senior managers - financial, communications and other business services",12.85,525.03,128.37,128.38,1.44,1.82,1.99
2017,,Canada,House only,101.5,108870.0,1072.61,,,,,,130.42,130.43,1.6,1.44,1.63
2017,Prince Edward Island,"Charlottetown, Prince Edward Island",House only,99.83,108870.0,1090.55,730.0,250.0,0011 - Legislators,7.31,548.93,130.42,130.43,1.6,1.44,1.63
2017,Nova Scotia,Nova Scotia,Total (house and land),100.25,108870.0,1085.99,2900.0,391.0,0012 - Senior government managers and officials,28.93,557.46,130.42,130.43,1.6,1.44,1.63
2018,Prince Edward Island,"Charlottetown, Prince Edward Island",Total (house and land),100.0,117625.0,1176.25,1080.0,250.0,0011 - Legislators,10.8,593.53,133.38,133.36,2.27,1.94,1.88
2019,New Brunswick,New Brunswick,Land only,100.08,126555.0,1264.54,2225.0,369.0,"0013 - Senior managers - financial, communications and other business services",22.23,643.39,135.98,135.97,1.94,2.05,2.01
2017,Quebec,"Québec, Quebec",House only,99.92,108870.0,1089.57,15475.0,482.0,0011 - Legislators,154.87,622.22,130.42,130.43,1.6,1.44,1.63
2023,Quebec,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,119.42,181960.0,1523.7,13935.0,482.0,0011 - Legislators,116.69,820.2,157.11,157.11,3.89,3.89,4.02
2017,Ontario,"London, Ontario",House only,105.17,108870.0,1035.18,26770.0,475.0,0011 - Legislators,254.54,644.86,130.42,130.43,1.6,1.44,1.63
2018,Ontario,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,107.75,117625.0,1091.65,27435.0,475.0,0011 - Legislators,254.62,673.14,133.38,133.36,2.27,1.94,1.88
2016,Newfoundland and Labrador,"St. John's, Newfoundland and Labrador",Land only,99.67,103720.0,1040.63,1180.0,310.0,0012 - Senior government managers and officials,11.84,526.24,128.37,128.38,1.44,1.82,1.99
2016,British Columbia,"Kelowna, British Columbia",Land only,8.33,103720.0,12451.38,10115.0,470.0,0011 - Legislators,1214.29,6832.83,128.37,128.38,1.44,1.82,1.99
2018,Manitoba,"Winnipeg, Manitoba",Total (house and land),103.5,117625.0,1136.47,8325.0,409.0,0012 - Senior government managers and officials,80.43,608.45,133.38,133.36,2.27,1.94,1.88
2021,Quebec,"Trois-Rivières, Quebec",House only,109.58,152280.0,1389.67,17550.0,482.0,0011 - Legislators,160.16,774.92,141.61,141.61,3.4,2.91,2.65
2022,Saskatchewan,Saskatchewan,Total (house and land),105.25,168235.0,1598.43,8910.0,386.0,0012 - Senior government managers and officials,84.66,841.55,151.24,151.24,6.8,5.25,4.84
2015,,Canada,House only,95.17,96265.0,1011.51,,,,,,126.57,126.56,1.13,1.63,1.77
2016,Alberta,Alberta,Land only,98.83,103720.0,1049.48,7035.0,436.0,0011 - Legislators,71.18,560.33,128.37,128.38,1.44,1.82,1.99
2018,Prince Edward Island,"Charlottetown, Prince Edward Island",Land only,100.0,117625.0,1176.25,1080.0,250.0,0011 - Legislators,10.8,593.53,133.38,133.36,2.27,1.94,1.88
2020,Newfoundland and Labrador,"St. John's, Newfoundland and Labrador",House only,97.08,105815.0,1089.98,985.0,310.0,0012 - Senior government managers and officials,10.15,550.07,136.96,136.95,0.73,1.77,1.88
2020,Saskatchewan,"Saskatoon, Saskatchewan",Land only,100.17,105815.0,1056.35,4500.0,386.0,0012 - Senior government managers and officials,44.92,550.64,136.96,136.95,0.73,1.77,1.88
2023,Manitoba,"Winnipeg, Manitoba",House only,154.5,181960.0,1177.73,1145.0,409.0,0012 - Senior government managers and officials,7.41,592.57,157.11,157.11,3.89,3.89,4.02
2019,Newfoundland and Labrador,Newfoundland and Labrador,House only,96.0,126555.0,1318.28,1245.0,310.0,0012 - Senior government managers and officials,12.97,665.63,135.98,135.97,1.94,2.05,2.01
2021,Ontario,"Toronto, Ontario",Land only,114.42,152280.0,1330.89,22675.0,475.0,0011 - Legislators,198.17,764.53,141.61,141.61,3.4,2.91,2.65
2022,Quebec,Quebec,Total (house and land),140.0,168235.0,1201.68,17755.0,482.0,0011 - Legislators,126.82,664.25,151.24,151.24,6.8,5.25,4.84
2022,Saskatchewan,Saskatchewan,House only,108.5,168235.0,1550.55,8910.0,386.0,0012 - Senior government managers and officials,82.12,816.34,151.24,151.24,6.8,5.25,4.84
2018,Nova Scotia,Atlantic Region,Total (house and land),100.0,117625.0,1176.25,3115.0,391.0,0012 - Senior government managers and officials,31.15,603.7,133.38,133.36,2.27,1.94,1.88
2015,Newfoundland and Labrador,Newfoundland and Labrador,House only,99.83,96265.0,964.29,930.0,310.0,0012 - Senior government managers and officials,9.32,486.81,126.57,126.56,1.13,1.63,1.77
2015,Prince Edward Island,"Charlottetown, Prince Edward Island",House only,99.42,96265.0,968.27,240.0,250.0,0011 - Legislators,2.41,485.34,126.57,126.56,1.13,1.63,1.77
2015,Saskatchewan,"Saskatoon, Saskatchewan",Land only,100.0,96265.0,962.65,4945.0,386.0,0012 - Senior government managers and officials,49.45,506.05,126.57,126.56,1.13,1.63,1.77
2017,New Brunswick,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),100.08,108870.0,1087.83,1370.0,369.0,"0013 - Senior managers - financial, communications and other business services",13.69,550.76,130.42,130.43,1.6,1.44,1.63
2017,Quebec,Quebec,Land only,100.0,108870.0,1088.7,15475.0,482.0,0011 - Legislators,154.75,621.73,130.42,130.43,1.6,1.44,1.63
2019,British Columbia,"Vancouver, British Columbia",House only,106.92,126555.0,1183.64,15480.0,470.0,0011 - Legislators,144.78,664.21,135.98,135.97,1.94,2.05,2.01
2021,Quebec,"Trois-Rivières, Quebec",Land only,104.0,152280.0,1464.23,17550.0,482.0,0011 - Legislators,168.75,816.49,141.61,141.61,3.4,2.91,2.65
2015,Alberta,"Calgary, Alberta",Total (house and land),100.25,96265.0,960.25,8370.0,436.0,0011 - Legislators,83.49,521.87,126.57,126.56,1.13,1.63,1.77
2017,Prince Edward Island,Prince Edward Island,House only,99.83,108870.0,1090.55,730.0,250.0,0011 - Legislators,7.31,548.93,130.42,130.43,1.6,1.44,1.63
2021,Ontario,"Hamilton, Ontario",Total (house and land),116.0,152280.0,1312.76,22675.0,475.0,0011 - Legislators,195.47,754.12,141.61,141.61,3.4,2.91,2.65
2022,Nova Scotia,Nova Scotia,Total (house and land),120.67,168235.0,1394.17,8140.0,391.0,0012 - Senior government managers and officials,67.46,730.82,151.24,151.24,6.8,5.25,4.84
2023,Nova Scotia,"Halifax, Nova Scotia",House only,126.08,181960.0,1443.21,6735.0,391.0,0012 - Senior government managers and officials,53.42,748.32,157.11,157.11,3.89,3.89,4.02
2015,Nova Scotia,Atlantic Region,Total (house and land),99.0,96265.0,972.37,1970.0,391.0,0012 - Senior government managers and officials,19.9,496.14,126.57,126.56,1.13,1.63,1.77
2017,Quebec,Quebec,House only,100.33,108870.0,1085.12,15475.0,482.0,0011 - Legislators,154.24,619.68,130.42,130.43,1.6,1.44,1.63
2017,Ontario,"St. Catharines-Niagara, Ontario",Total (house and land),102.67,108870.0,1060.39,26770.0,475.0,0011 - Legislators,260.74,660.57,130.42,130.43,1.6,1.44,1.63
2018,New Brunswick,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),100.67,117625.0,1168.42,1715.0,369.0,"0013 - Senior managers - financial, communications and other business services",17.04,592.73,133.38,133.36,2.27,1.94,1.88
2015,Alberta,"Edmonton, Alberta",Total (house and land),100.0,96265.0,962.65,8370.0,436.0,0011 - Legislators,83.7,523.18,126.57,126.56,1.13,1.63,1.77
2017,Ontario,"Greater Sudbury, Ontario",House only,99.0,108870.0,1099.7,26770.0,475.0,0011 - Legislators,270.4,685.05,130.42,130.43,1.6,1.44,1.63
2017,Alberta,"Edmonton, Alberta",Total (house and land),99.5,108870.0,1094.17,5980.0,436.0,0011 - Legislators,60.1,577.14,130.42,130.43,1.6,1.44,1.63
2018,Quebec,"Québec, Quebec",Total (house and land),100.0,117625.0,1176.25,17045.0,482.0,0011 - Legislators,170.45,673.35,133.38,133.36,2.27,1.94,1.88
2023,Prince Edward Island,Prince Edward Island,House only,127.0,181960.0,1432.76,3435.0,250.0,0011 - Legislators,27.05,729.91,157.11,157.11,3.89,3.89,4.02
2019,Quebec,"Sherbrooke, Quebec",Land only,102.42,126555.0,1235.65,22435.0,482.0,0011 - Legislators,219.05,727.35,135.98,135.97,1.94,2.05,2.01
2020,Newfoundland and Labrador,Newfoundland and Labrador,Total (house and land),97.67,105815.0,1083.39,985.0,310.0,0012 - Senior government managers and officials,10.08,546.74,136.96,136.95,0.73,1.77,1.88
2022,Quebec,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,120.0,168235.0,1401.96,17755.0,482.0,0011 - Legislators,147.96,774.96,151.24,151.24,6.8,5.25,4.84
2015,Manitoba,Manitoba,Land only,98.58,96265.0,976.52,4105.0,409.0,0012 - Senior government managers and officials,41.64,509.08,126.57,126.56,1.13,1.63,1.77
2019,New Brunswick,New Brunswick,Total (house and land),100.92,126555.0,1254.01,2225.0,369.0,"0013 - Senior managers - financial, communications and other business services",22.05,638.03,135.98,135.97,1.94,2.05,2.01
2022,Saskatchewan,"Regina, Saskatchewan",Total (house and land),102.0,168235.0,1649.36,8910.0,386.0,0012 - Senior government managers and officials,87.35,868.35,151.24,151.24,6.8,5.25,4.84
2023,Saskatchewan,"Regina, Saskatchewan",Land only,100.83,181960.0,1804.62,7140.0,386.0,0012 - Senior government managers and officials,70.81,937.71,157.11,157.11,3.89,3.89,4.02
2017,Ontario,"Toronto, Ontario",Land only,106.25,108870.0,1024.66,26770.0,475.0,0011 - Legislators,251.95,638.31,130.42,130.43,1.6,1.44,1.63
2018,Ontario,"St. Catharines-Niagara, Ontario",Land only,103.58,117625.0,1135.6,27435.0,475.0,0011 - Legislators,264.87,700.23,133.38,133.36,2.27,1.94,1.88
2018,Saskatchewan,"Saskatoon, Saskatchewan",House only,96.67,117625.0,1216.77,4790.0,386.0,0012 - Senior government managers and officials,49.55,633.16,133.38,133.36,2.27,1.94,1.88
2015,Alberta,"Calgary, Alberta",Land only,97.58,96265.0,986.52,8370.0,436.0,0011 - Legislators,85.78,536.15,126.57,126.56,1.13,1.63,1.77
2018,Nova Scotia,Atlantic Region,Land only,99.83,117625.0,1178.25,3115.0,391.0,0012 - Senior government managers and officials,31.2,604.73,133.38,133.36,2.27,1.94,1.88
2023,Quebec,Quebec,Total (house and land),141.42,181960.0,1286.66,13935.0,482.0,0011 - Legislators,98.54,692.6,157.11,157.11,3.89,3.89,4.02
2017,Newfoundland and Labrador,Newfoundland and Labrador,Land only,99.5,108870.0,1094.17,1005.0,310.0,0012 - Senior government managers and officials,10.1,552.14,130.42,130.43,1.6,1.44,1.63
2017,Ontario,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,101.83,108870.0,1069.13,26770.0,475.0,0011 - Legislators,262.89,666.01,130.42,130.43,1.6,1.44,1.63
2020,Ontario,"Windsor, Ontario",Land only,109.42,105815.0,967.05,17775.0,475.0,0011 - Legislators,162.45,564.75,136.96,136.95,0.73,1.77,1.88
2023,Saskatchewan,"Regina, Saskatchewan",Total (house and land),101.75,181960.0,1788.3,7140.0,386.0,0012 - Senior government managers and officials,70.17,929.24,157.11,157.11,3.89,3.89,4.02
2017,Saskatchewan,Saskatchewan,House only,99.08,108870.0,1098.81,4950.0,386.0,0012 - Senior government managers and officials,49.96,574.39,130.42,130.43,1.6,1.44,1.63
2022,New Brunswick,New Brunswick,Total (house and land),118.33,168235.0,1421.74,5690.0,369.0,"0013 - Senior managers - financial, communications and other business services",48.09,734.92,151.24,151.24,6.8,5.25,4.84
2023,Nova Scotia,Nova Scotia,House only,126.08,181960.0,1443.21,6735.0,391.0,0012 - Senior government managers and officials,53.42,748.32,157.11,157.11,3.89,3.89,4.02
2015,Manitoba,"Winnipeg, Manitoba",House only,95.75,96265.0,1005.38,4105.0,409.0,0012 - Senior government managers and officials,42.87,524.13,126.57,126.56,1.13,1.63,1.77
2019,Prince Edward Island,"Charlottetown, Prince Edward Island",House only,101.0,126555.0,1253.02,1490.0,250.0,0011 - Legislators,14.75,633.89,135.98,135.97,1.94,2.05,2.01
2019,Nova Scotia,"Halifax, Nova Scotia",Total (house and land),101.92,126555.0,1241.71,4485.0,391.0,0012 - Senior government managers and officials,44.01,642.86,135.98,135.97,1.94,2.05,2.01
2022,Ontario,"Greater Sudbury, Ontario",Total (house and land),121.42,168235.0,1385.56,29435.0,475.0,0011 - Legislators,242.42,813.99,151.24,151.24,6.8,5.25,4.84
2015,Alberta,Alberta,Land only,98.58,96265.0,976.52,8370.0,436.0,0011 - Legislators,84.91,530.72,126.57,126.56,1.13,1.63,1.77
2016,Prince Edward Island,Prince Edward Island,Land only,99.75,103720.0,1039.8,610.0,250.0,0011 - Legislators,6.12,522.96,128.37,128.38,1.44,1.82,1.99
2016,Quebec,"Trois-Rivières, Quebec",Land only,8.33,103720.0,12451.38,12770.0,482.0,0011 - Legislators,1533.01,6992.2,128.37,128.38,1.44,1.82,1.99
2018,Ontario,"Hamilton, Ontario",House only,104.58,117625.0,1124.74,27435.0,475.0,0011 - Legislators,262.34,693.54,133.38,133.36,2.27,1.94,1.88
2018,Ontario,"London, Ontario",Total (house and land),109.5,117625.0,1074.2,27435.0,475.0,0011 - Legislators,250.55,662.38,133.38,133.36,2.27,1.94,1.88
2018,Ontario,"Windsor, Ontario",House only,103.75,117625.0,1133.73,27435.0,475.0,0011 - Legislators,264.43,699.08,133.38,133.36,2.27,1.94,1.88
2019,Manitoba,Manitoba,House only,105.75,126555.0,1196.74,8615.0,409.0,0012 - Senior government managers and officials,81.47,639.11,135.98,135.97,1.94,2.05,2.01
2019,Alberta,Alberta,House only,96.5,126555.0,1311.45,5500.0,436.0,0011 - Legislators,56.99,684.22,135.98,135.97,1.94,2.05,2.01
2019,Alberta,Alberta,Land only,100.0,126555.0,1265.55,5500.0,436.0,0011 - Legislators,55.0,660.28,135.98,135.97,1.94,2.05,2.01
2020,Nova Scotia,Atlantic Region,Total (house and land),102.5,105815.0,1032.34,4250.0,391.0,0012 - Senior government managers and officials,41.46,536.9,136.96,136.95,0.73,1.77,1.88
2022,Ontario,"Windsor, Ontario",House only,145.92,168235.0,1152.93,29435.0,475.0,0011 - Legislators,201.72,677.33,151.24,151.24,6.8,5.25,4.84
2023,Ontario,"Hamilton, Ontario",Land only,103.42,181960.0,1759.43,29680.0,475.0,0011 - Legislators,286.99,1023.21,157.11,157.11,3.89,3.89,4.02
2015,Nova Scotia,Atlantic Region,House only,99.0,96265.0,972.37,1970.0,391.0,0012 - Senior government managers and officials,19.9,496.14,126.57,126.56,1.13,1.63,1.77
2017,Manitoba,"Winnipeg, Manitoba",Land only,100.0,108870.0,1088.7,6825.0,409.0,0012 - Senior government managers and officials,68.25,578.48,130.42,130.43,1.6,1.44,1.63
2018,Ontario,"Guelph, Ontario",House only,104.67,117625.0,1123.77,27435.0,475.0,0011 - Legislators,262.11,692.94,133.38,133.36,2.27,1.94,1.88
2020,Ontario,"Kitchener-Cambridge-Waterloo, Ontario",Land only,108.75,105815.0,973.01,17775.0,475.0,0011 - Legislators,163.45,568.23,136.96,136.95,0.73,1.77,1.88
2021,Ontario,Ontario,Total (house and land),118.75,152280.0,1282.36,22675.0,475.0,0011 - Legislators,190.95,736.66,141.61,141.61,3.4,2.91,2.65
2022,Alberta,"Edmonton, Alberta",Land only,102.08,168235.0,1648.07,5205.0,436.0,0011 - Legislators,50.99,849.53,151.24,151.24,6.8,5.25,4.84
2016,Alberta,"Edmonton, Alberta",Total (house and land),99.75,103720.0,1039.8,7035.0,436.0,0011 - Legislators,70.53,555.17,128.37,128.38,1.44,1.82,1.99
2017,Ontario,"Guelph, Ontario",House only,103.08,108870.0,1056.17,26770.0,475.0,0011 - Legislators,259.7,657.94,130.42,130.43,1.6,1.44,1.63
2017,Alberta,Alberta,Land only,99.58,108870.0,1093.29,5980.0,436.0,0011 - Legislators,60.05,576.67,130.42,130.43,1.6,1.44,1.63
2019,Ontario,"Kitchener-Cambridge-Waterloo, Ontario",House only,104.92,126555.0,1206.2,29875.0,475.0,0011 - Legislators,284.74,745.47,135.98,135.97,1.94,2.05,2.01
2019,Ontario,"London, Ontario",House only,115.58,126555.0,1094.96,29875.0,475.0,0011 - Legislators,258.48,676.72,135.98,135.97,1.94,2.05,2.01
2022,Ontario,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),172.5,168235.0,975.28,29435.0,475.0,0011 - Legislators,170.64,572.96,151.24,151.24,6.8,5.25,4.84
2022,Ontario,"Oshawa, Ontario",Total (house and land),122.0,168235.0,1378.98,29435.0,475.0,0011 - Legislators,241.27,810.13,151.24,151.24,6.8,5.25,4.84
2015,Quebec,"Québec, Quebec",Land only,99.67,96265.0,965.84,13220.0,482.0,0011 - Legislators,132.64,549.24,126.57,126.56,1.13,1.63,1.77
2016,Quebec,"Sherbrooke, Quebec",Land only,8.33,103720.0,12451.38,12770.0,482.0,0011 - Legislators,1533.01,6992.2,128.37,128.38,1.44,1.82,1.99
2018,British Columbia,"Vancouver, British Columbia",Land only,105.0,117625.0,1120.24,12395.0,470.0,0011 - Legislators,118.05,619.15,133.38,133.36,2.27,1.94,1.88
2019,Alberta,Prairie Region,Total (house and land),98.25,126555.0,1288.09,5500.0,436.0,0011 - Legislators,55.98,672.04,135.98,135.97,1.94,2.05,2.01
2020,Quebec,"Montréal, Quebec",House only,118.17,105815.0,895.45,14745.0,482.0,0011 - Legislators,124.78,510.12,136.96,136.95,0.73,1.77,1.88
2021,Ontario,"St. Catharines-Niagara, Ontario",Total (house and land),123.5,152280.0,1233.04,22675.0,475.0,0011 - Legislators,183.6,708.32,141.61,141.61,3.4,2.91,2.65
2021,Ontario,"St. Catharines-Niagara, Ontario",Land only,120.5,152280.0,1263.73,22675.0,475.0,0011 - Legislators,188.17,725.95,141.61,141.61,3.4,2.91,2.65
2017,Newfoundland and Labrador,"St. John's, Newfoundland and Labrador",House only,98.58,108870.0,1104.38,1005.0,310.0,0012 - Senior government managers and officials,10.19,557.29,130.42,130.43,1.6,1.44,1.63
2017,Newfoundland and Labrador,"St. John's, Newfoundland and Labrador",Land only,99.5,108870.0,1094.17,1005.0,310.0,0012 - Senior government managers and officials,10.1,552.14,130.42,130.43,1.6,1.44,1.63
2017,Ontario,"Windsor, Ontario",Total (house and land),101.08,108870.0,1077.07,26770.0,475.0,0011 - Legislators,264.84,670.95,130.42,130.43,1.6,1.44,1.63
2019,Alberta,"Edmonton, Alberta",Total (house and land),97.83,126555.0,1293.62,5500.0,436.0,0011 - Legislators,56.22,674.92,135.98,135.97,1.94,2.05,2.01
2020,Saskatchewan,"Saskatoon, Saskatchewan",House only,94.25,105815.0,1122.71,4500.0,386.0,0012 - Senior government managers and officials,47.75,585.23,136.96,136.95,0.73,1.77,1.88
2021,Ontario,"Oshawa, Ontario",Total (house and land),116.25,152280.0,1309.94,22675.0,475.0,0011 - Legislators,195.05,752.5,141.61,141.61,3.4,2.91,2.65
2022,Quebec,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),115.67,168235.0,1454.44,17755.0,482.0,0011 - Legislators,153.5,803.97,151.24,151.24,6.8,5.25,4.84
2015,Manitoba,Manitoba,Total (house and land),96.58,96265.0,996.74,4105.0,409.0,0012 - Senior government managers and officials,42.5,519.62,126.57,126.56,1.13,1.63,1.77
2018,Quebec,"Québec, Quebec",Land only,100.83,117625.0,1166.57,17045.0,482.0,0011 - Legislators,169.05,667.81,133.38,133.36,2.27,1.94,1.88
2018,Ontario,"St. Catharines-Niagara, Ontario",Total (house and land),105.08,117625.0,1119.39,27435.0,475.0,0011 - Legislators,261.09,690.24,133.38,133.36,2.27,1.94,1.88
2021,New Brunswick,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,101.92,152280.0,1494.11,4175.0,369.0,"0013 - Senior managers - financial, communications and other business services",40.96,767.54,141.61,141.61,3.4,2.91,2.65
2021,Ontario,"Windsor, Ontario",Land only,127.25,152280.0,1196.7,22675.0,475.0,0011 - Legislators,178.19,687.45,141.61,141.61,3.4,2.91,2.65
2022,Ontario,"Windsor, Ontario",Land only,135.33,168235.0,1243.15,29435.0,475.0,0011 - Legislators,217.51,730.33,151.24,151.24,6.8,5.25,4.84
